시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
유치원,몰운대초등학교 병설유치원,부산광역시 사하구 다대낙조 2길 110(다대동),부산광역시 사하구 다대동 1633,35.05504897,128.963185,부산광역시 사하구청,사하경찰서,N,0,10,2023-07-01
유치원,사동초등학교 병설유치원,부산광역시 사하구 승학로 129-2(당리동),부산광역시 사하구 당리동 467-6,35.10450283,128.9806235,부산광역시 사하구청,사하경찰서,N,0,6,2023-07-01
어린이집,효원어린이집,부산광역시 사하구 괴정로 267(괴정동),부산광역시 사하구 괴정동531-11,35.09704086,128.990576,부산광역시 사하구청,사하경찰서,N,0,6,2023-07-01
유치원,하단초등학교병설유치원,부산광역시 사하구 하신중앙로 321(하단동),부산광역시 사하구 하단동 593-1,35.10545869,128.9648641,부산광역시 사하구청,사하경찰서,Y,11,8,2023-07-01
유치원,신촌초등학교병설유치원,부산광역시 사하구 다대로135번길 34-2(신평동),부산광역시 사하구 신평동 45-4,35.0912092,128.9796992,부산광역시 사하구청,사하경찰서,Y,6,6,2023-07-01
유치원,옥천초등학교병설유치원,부산광역시 사하구 사하로 134(괴정동),부산광역시 사하구 감천동 824,35.09388531,128.9936908,부산광역시 사하구청,사하경찰서,Y,2,16,2023-07-01
어린이집,태양,부산광역시 연제구 고분로248번길55,부산광역시 연제구 연산동486-29(태양어린이집),35.18200582,129.109424,부산광역시 연제구청,연제경찰서,N,,8,2023-06-26
특수학교,동암학교,부산광역시 연제구 톳고개로50,부산광역시 연제구 연산동10-51,35.18098633,129.1018281,부산광역시 연제구청,연제경찰서,N,,9,2023-06-26
유치원,과정,부산광역시 연제구 좌수영로291,부산광역시 연제구 연산동149-11(부산제일교회),35.1876157,129.1102404,부산광역시 연제구청,연제경찰서,N,1,6,2023-06-26
어린이집,소담,부산광역시 연제구 배산북로22,부산광역시 연제구 연산동2129-13,35.17555859,129.0939934,부산광역시 연제구청,연제경찰서,Y,3,6,2023-06-26
어린이집,하나둘,부산광역시 연제구 여고로14번길47,부산광역시 연제구 거제동894-13,35.19281527,129.0663233,부산광역시 연제구청,연제경찰서,N,,6,2023-06-26
초등학교,연동초교,부산광역시 연제구 고분로56번길40,부산광역시 연제구 연산동799(연동초등학교),35.18393352,129.0884693,부산광역시 연제구청,연제경찰서,Y,2,8,2023-06-26
초등학교,연신초교,부산광역시 연제구 신금로23번길30,부산광역시 연제구 연산동302-1(연신초등학교),35.19248197,129.0931582,부산광역시 연제구청,연제경찰서,Y,1,10,2023-06-26
초등학교,거제초교,부산광역시 연제구 해맞이로39,부산광역시 연제구 거제동676-152(거제초등학교),35.1780756,129.0675687,부산광역시 연제구청,연제경찰서,N,,10,2023-06-26
유치원,거제초교병설,부산광역시 연제구 해맞이로39,부산광역시 연제구 거제동676-152(거제초등학교),35.1780756,129.0675687,부산광역시 연제구청,연제경찰서,N,,10,2023-06-26
초등학교,창신초교,부산광역시 연제구 종합운동장로12번길15,부산광역시 연제구 거제동897-3(창신초등학교),35.19281042,129.0658511,부산광역시 연제구청,연제경찰서,N,3,10,2023-06-26
초등학교,과정초교,부산광역시 연제구 과정로164번길37,부산광역시 연제구 연산동473-1(과정초등학교),35.18673135,129.1103491,부산광역시 연제구청,연제경찰서,N,1,8,2023-06-26
초등학교,연미초교,부산광역시 연제구 금련로38번길84,부산광역시 연제구 연산동1824-60(연미초등학교),35.17070845,129.0921169,부산광역시 연제구청,연제경찰서,N,1,5,2023-06-26
초등학교,연일초교,부산광역시 연제구 고분로126-4,부산광역시 연제구 연산동1016(연일초등학교),35.18431629,129.0954502,부산광역시 연제구청,연제경찰서,Y,2,8,2023-06-26
특수학교,두레학교,부산광역시 연제구 고분로123번길13-7,부산광역시 연제구 연산동1030-1(부산두레학교),35.18680312,129.0959557,부산광역시 연제구청,연제경찰서,N,,5,2023-06-26
초등학교,연산초교,부산광역시 연제구 월드컵대로41,부산광역시 연제구 연산동774-1(연산초등학교),35.17826118,129.0841247,부산광역시 연제구청,연제경찰서,N,,6,2023-06-26
초등학교,연제초교,부산광역시 연제구 중앙대로1065번길14,부산광역시 연제구 연산동1300(연제초등학교),35.18405049,129.0778797,부산광역시 연제구청,연제경찰서,Y,2,6,2023-06-26
초등학교,연서초교,부산광역시 연제구 거제천로270번길30,부산광역시 연제구 연산동583-3(연서초등학교),35.19094918,129.0866014,부산광역시 연제구청,연제경찰서,N,,8,2023-06-26
초등학교,거학초교,부산광역시 연제구 교대로24번길36,부산광역시 연제구 거제동240(거학초등학교),35.19747831,129.0768246,부산광역시 연제구청,연제경찰서,Y,1,8,2023-06-26
초등학교,동명초교,부산광역시 연제구 쌍미천로44번길17,부산광역시 연제구 연산동1784-19(동명초등학교),35.17815285,129.0908609,부산광역시 연제구청,연제경찰서,N,2,8,2023-06-26
초등학교,토현초교,부산광역시 연제구 토현로48,부산광역시 연제구 연산동2219-1(토현초등학교),35.18129198,129.1117682,부산광역시 연제구청,연제경찰서,N,,6,2023-06-26
초등학교,연천초교,부산광역시 연제구 과정로225번길46,부산광역시 연제구 연산동378-11(연천초등학교),35.1862175,129.1004934,부산광역시 연제구청,연제경찰서,Y,4,10,2023-06-26
유치원,거성,부산광역시 연제구 거제대로136번길6,부산광역시 연제구 거제동740-5(거성교회),35.18035457,129.0697833,부산광역시 연제구청,연제경찰서,N,,10,2023-06-26
초등학교,부산교대부설초교,부산광역시 연제구 교대로24,부산광역시 연제구 거제동87-4(부산교육대학교),35.19569321,129.0770825,부산광역시 연제구청,연제경찰서,Y,2,8,2023-06-26
유치원,경상부속,부산광역시 연제구 고분로170,부산광역시 연제구 연산동277-4(부산경상대학),35.18542909,129.1009549,부산광역시 연제구청,연제경찰서,N,,10,2023-06-26
유치원,연산,부산광역시 연제구 월드컵대로41,부산광역시 연제구 연산동774-1(연산초등학교),35.17826259,129.084127,부산광역시 연제구청,연제경찰서,N,,6,2023-06-26
유치원,고은,부산광역시 연제구 여고로126,부산광역시 연제구 거제동212-2,35.19860242,129.0764689,부산광역시 연제구청,연제경찰서,Y,1,8,2023-06-26
유치원,동성연천,부산광역시 연제구 고분로200,부산광역시 연제구 연산동243-18(연산엘지아파트),35.18408872,129.1046149,부산광역시 연제구청,연제경찰서,N,,10,2023-06-26
유치원,브니엘,부산광역시 연제구 중앙천로73번길15,부산광역시 연제구 연산동1643-1,35.17976756,129.0800518,부산광역시 연제구청,연제경찰서,N,2,8,2023-06-26
유치원,양지,부산광역시 연제구 쌍미천로30번길53,부산광역시 연제구 연산동산143-7,35.17780666,129.0926401,부산광역시 연제구청,연제경찰서,N,1,6,2023-06-26
유치원,이화,부산광역시 연제구 과정로93번길32,부산광역시 연제구 연산동57-77,35.18058584,129.1062033,부산광역시 연제구청,연제경찰서,Y,1,6,2023-06-26
유치원,토현,부산광역시 연제구 토현로32,부산광역시 연제구 연산동2231,35.18031087,129.110635,부산광역시 연제구청,연제경찰서,N,2,6,2023-06-26
초등학교,남문초교,부산광역시 연제구 법원북로23,부산광역시 연제구 거제동1474,35.1942359,129.0695568,부산광역시 연제구청,연제경찰서,N,,8,2023-06-26
유치원,동명초교병설,부산광역시 연제구 쌍미천로44번길17,부산광역시 연제구 연산동1784-19,35.17817174,129.090835,부산광역시 연제구청,연제경찰서,Y,3,8,2023-06-26
유치원,연천초교병설,부산광역시 연제구 과정로225번길46,부산광역시 연제구 연산동378-11,35.1862175,129.1004934,부산광역시 연제구청,연제경찰서,Y,4,10,2023-06-26
유치원,창신초교병설,부산광역시 연제구 종합운동장로12번길15(거제2동),부산광역시 연제구 거제동897-3,35.19281042,129.0658511,부산광역시 연제구청,연제경찰서,Y,2,10,2023-06-26
유치원,글로잉,부산광역시 연제구 연동로14번길33,부산광역시 연제구 연산동2264,35.18836518,129.0912773,부산광역시 연제구청,연제경찰서,N,,15,2023-06-26
어린이집,부산법원어린이집,부산광역시 연제구 법원로31,부산광역시 연제구 거제동1500,35.19253531,129.0732651,부산광역시 연제구청,연제경찰서,N,1,15,2023-06-26
유치원,연동초등학교병설유치원,부산광역시 연제구 고분로56번길40,부산광역시 연제구 연산동799,35.18393246,129.0884679,부산광역시 연제구청,연제경찰서,Y,4,18,2023-06-26
유치원,LG메트로시티유치원,부산광역시 남구 분포로 113,,35.12726563,129.1090419,부산광역시 남구청,부산광역시 남부경찰서,Y,2,12~20,2023-11-23
어린이집,감만어린이집,부산광역시 남구 양지골로 181,,35.11651323,129.0857069,부산광역시 남구청,부산광역시 남부경찰서,Y,4,3~10.5,2023-11-23
유치원,개미유치원,부산광역시 남구 조각공원로 37,,35.130439,129.101248,부산광역시 남구청,부산광역시 남부경찰서,Y,3,4~12,2023-11-23
유치원,계명유치원,부산광역시 남구 동명로145번다길 18,,35.12090972,129.113623,부산광역시 남구청,부산광역시 남부경찰서,N,0,4.5~7,2023-11-23
특수학교,구화학교,부산광역시 남구 수영로123번길 54,,35.134718,129.0798084,부산광역시 남구청,부산광역시 남부경찰서,Y,2,6~8,2023-11-23
어린이집,글로벌어린이집,부산광역시 남구 용호로 34,,35.12648437,129.107745,부산광역시 남구청,부산광역시 남부경찰서,N,0,6~20,2023-11-23
초등학교,대남초등학교,부산광역시 남구 황령대로353번길 9-55,,35.14885685,129.0972482,부산광역시 남구청,부산광역시 남부경찰서,Y,3,4~25,2023-11-23
어린이집,대연어린이집,부산광역시 남구 홍곡로 309,,35.12187374,129.0894499,부산광역시 남구청,부산광역시 남부경찰서,Y,1,3~10,2023-11-23
유치원,대연자연유치원,부산광역시 남구 수영로 345,,35.13988755,129.103525,부산광역시 남구청,부산광역시 남부경찰서,N,0,15~18,2023-11-23
초등학교,대연초등학교,부산광역시 남구 진남로18번길 11,,35.13723821,129.0922867,부산광역시 남구청,부산광역시 남부경찰서,Y,2,3~8,2023-11-23
유치원,대천유치원,부산광역시 남구 유엔평화로47번길 125,,35.13088792,129.0990991,부산광역시 남구청,부산광역시 남부경찰서,Y,3,4~12,2023-11-23
초등학교,대천초등학교,부산광역시 남구 조각공원로 19,,35.12920185,129.1010318,부산광역시 남구청,부산광역시 남부경찰서,Y,3,4~12,2023-11-23
초등학교,동천초등학교,부산광역시 남구 석포로26번길 22,,35.12161413,129.0831739,부산광역시 남구청,부산광역시 남부경찰서,Y,9,5~14,2023-11-23
초등학교,동항초등학교,부산광역시 남구 우암로 42,,35.114061,129.0829058,부산광역시 남구청,부산광역시 남부경찰서,Y,6,4~18,2023-11-23
학원,링구아어학원,부산광역시 남구 유엔로157번길 4,,35.13038328,129.093491,부산광역시 남구청,부산광역시 남부경찰서,Y,3,4~12,2023-11-23
유치원,마루유치원,부산광역시 남구 용주로30번길 69,,35.10997691,129.113439,부산광역시 남구청,부산광역시 남부경찰서,Y,2,3~20,2023-11-23
유치원,메트로자연유치원,부산광역시 남구 분포로 111,,35.12689494,129.1096291,부산광역시 남구청,부산광역시 남부경찰서,Y,2,12~20,2023-11-23
유치원,명문글로벌유치원,부산광역시 남구 진남로232번길 51,,35.1463895,129.077963,부산광역시 남구청,부산광역시 남부경찰서,N,0,3.5~6.0,2023-11-23
유치원,무지개유치원,부산광역시 남구 못골번영로 72,,35.14172734,129.0890753,부산광역시 남구청,부산광역시 남부경찰서,N,0,5~8,2023-11-23
초등학교,문현초등학교,부산광역시 남구 고동골로 86-13,,35.14532445,129.0729385,부산광역시 남구청,부산광역시 남부경찰서,Y,2,2.5~12,2023-11-23
유치원,문현초등학교 병설유치원,부산광역시 남구 고동골로 86-13,,35.14532445,129.0729385,부산광역시 남구청,부산광역시 남부경찰서,Y,2,2.5~12,2023-11-23
초등학교,백운초등학교,부산광역시 남구 동명로 76,,35.11830794,129.105533,부산광역시 남구청,부산광역시 남부경찰서,Y,2,4~16,2023-11-23
유치원,백합유치원,부산광역시 남구 석포로73번나길 13,,35.12651881,129.087229,부산광역시 남구청,부산광역시 남부경찰서,Y,1,5~8,2023-11-23
유치원,부산대연유치원,부산광역시 남구 진남로165번길 4,,35.141349,129.0785158,부산광역시 남구청,부산광역시 남부경찰서,Y,4,5.7~10.8,2023-11-23
초등학교,분포초등학교,부산광역시 남구 분포로 41,,35.12891344,129.113993,부산광역시 남구청,부산광역시 남부경찰서,Y,2,12~20,2023-11-23
어린이집,새부산어린이집,부산광역시 남구 황령대로353번길 27,,35.147664,129.096388,부산광역시 남구청,부산광역시 남부경찰서,Y,4,4~25,2023-11-23
유치원,새부산유치원,부산광역시 남구 황령대로319번나길 14,,35.15034371,129.0908799,부산광역시 남구청,부산광역시 남부경찰서,Y,1,2~10,2023-11-23
유치원,색동유치원,부산광역시 남구 유엔로120번가길 121,,35.12681463,129.0842804,부산광역시 남구청,부산광역시 남부경찰서,Y,1,2.5~4.5,2023-11-23
어린이집,샬롬어린이집,부산광역시 남구 양지골로 264,,35.119315,129.0850719,부산광역시 남구청,부산광역시 남부경찰서,Y,9,5~14,2023-11-23
초등학교,석포초등학교,부산광역시 남구 석포로86번길 76,,35.1265655,129.0918337,부산광역시 남구청,부산광역시 남부경찰서,Y,7,3~15,2023-11-23
유치원,선화유치원,부산광역시 남구 우암로2번길 5,,35.11178877,129.0829105,부산광역시 남구청,부산광역시 남부경찰서,Y,1,4~10,2023-11-23
어린이집,성광어린이집,부산광역시 남구 동명로164번길 78,,35.1155457,129.1136662,부산광역시 남구청,부산광역시 남부경찰서,Y,16,4.5~20,2023-11-23
초등학교,성동초등학교,부산광역시 남구 전포대로68번길 27,,35.1438328,129.069115,부산광역시 남구청,부산광역시 남부경찰서,Y,2,2.6~8.8,2023-11-23
유치원,성동초등학교 병설유치원,부산광역시 남구 전포대로68번길 27,,35.1438328,129.0691046,부산광역시 남구청,부산광역시 남부경찰서,Y,2,2.6~8.8,2023-11-23
유치원,성신유치원,부산광역시 남구 수영로49번길 5,,35.13644323,129.073162,부산광역시 남구청,부산광역시 남부경찰서,Y,1,5.4~6.3,2023-11-23
초등학교,성천초등학교,부산광역시 남구 장고개로 64-41,,35.13082781,129.072206,부산광역시 남구청,부산광역시 남부경찰서,Y,1,4.4~10.6,2023-11-23
유치원,솔유치원,부산광역시 남구 용호로231번길 128,,35.114157,129.1160035,부산광역시 남구청,부산광역시 남부경찰서,Y,16,4.5~20,2023-11-23
초등학교,신연초등학교,부산광역시 남구 유엔로25번길 66,,35.129293,129.077937,부산광역시 남구청,부산광역시 남부경찰서,Y,1,3~5.4,2023-11-23
어린이집,양문어린이집,부산광역시 남구 석포로64번길 63,,35.121056,129.087435,부산광역시 남구청,부산광역시 남부경찰서,Y,9,5~14,2023-11-23
초등학교,연포초등학교,부산광역시 남구 못골로 17,,35.13729666,129.0840869,부산광역시 남구청,부산광역시 남부경찰서,Y,4,4~18,2023-11-23
초등학교,연포초등학교 병설유치원,부산광역시 남구 못골로 17,,35.13729666,129.0840869,부산광역시 남구청,부산광역시 남부경찰서,Y,4,4~18,2023-11-23
초등학교,오륙도초등학교,부산광역시 남구 오륙도로 57,,35.104279,129.1161857,부산광역시 남구청,부산광역시 남부경찰서,Y,2,6~18,2023-11-23
어린이집,용당어린이집,부산광역시 남구 신선로329번길 74,,35.113442,129.0930463,부산광역시 남구청,부산광역시 남부경찰서,Y,2,3~25,2023-11-23
초등학교,용당초등학교,부산광역시 남구 신선로 341,,35.11669795,129.0939473,부산광역시 남구청,부산광역시 남부경찰서,Y,2,3~25,2023-11-23
초등학교,용문초등학교,부산광역시 남구 신선로 542,,35.13067684,129.1081427,부산광역시 남구청,부산광역시 남부경찰서,Y,2,12~20,2023-11-23
초등학교,용산초등학교,부산광역시 남구 동명로176번길 55,,35.11653828,129.1160696,부산광역시 남구청,부산광역시 남부경찰서,Y,16,4.5~20,2023-11-23
유치원,용산초등학교 병설유치원,부산광역시 남구 동명로176번길 55,,35.11653828,129.1160696,부산광역시 남구청,부산광역시 남부경찰서,Y,16,4.5~20,2023-11-23
초등학교,용소초등학교,부산광역시 남구 수영로325번길 114,,35.14284837,129.0995005,부산광역시 남구청,부산광역시 남부경찰서,Y,2,15~18,2023-11-23
유치원,용소초등학교 병설유치원,부산광역시 남구 수영로325번길 114,,35.14284837,129.0995005,부산광역시 남구청,부산광역시 남부경찰서,Y,2,15~18,2023-11-23
초등학교,용호초등학교,부산광역시 남구 용호로42번길 94,,35.12247969,129.108928,부산광역시 남구청,부산광역시 남부경찰서,Y,5,3~12,2023-11-23
어린이집,용호한빛어린이집,부산광역시 남구 용호로197번길 15,,35.114961,129.112064,부산광역시 남구청,부산광역시 남부경찰서,Y,16,4.5~20,2023-11-23
초등학교,우암초등학교,부산광역시 남구 우암로 190-19,,35.12534261,129.0763806,부산광역시 남구청,부산광역시 남부경찰서,Y,3,4.5~21,2023-11-23
유치원,우암초등학교 병설유치원,부산광역시 남구 우암로 190-19,,35.12534261,129.0763806,부산광역시 남구청,부산광역시 남부경찰서,Y,3,4.5~21,2023-11-23
초등학교,운산초등학교,부산광역시 남구 용호로269번길 89,,35.11020526,129.1152259,부산광역시 남구청,부산광역시 남부경찰서,Y,2,3~20,2023-11-23
유치원,은하유치원,부산광역시 남구 수영로266번길 54,,35.134365,129.097802,부산광역시 남구청,부산광역시 남부경찰서,Y,2,3~6,2023-11-23
유치원,키즈포레유치원,부산광역시 남구 유엔평화로47번길 98,,35.13056687,129.097632,부산광역시 남구청,부산광역시 남부경찰서,Y,4,4~12,2023-11-23
유치원,해맑은유치원,부산광역시 남구 동명로118번길 63,,35.1172753,129.1095652,부산광역시 남구청,부산광역시 남부경찰서,N,0,4~16,2023-11-23
특수학교,혜남학교,부산광역시 남구 진남로166번길 10-19,,35.141515,129.0822502,부산광역시 남구청,부산광역시 남부경찰서,Y,3,3~10,2023-11-23
특수학교,혜성학교,부산광역시 남구 진남로166번길 10-9,,35.14183059,129.0801433,부산광역시 남구청,부산광역시 남부경찰서,Y,3,3~10,2023-11-23
유치원,아인유치원,부산광역시 금정구 금정도서관로 5-4,부산광역시 금정구 청룡동 7-3,35.27291031,129.093639,부산광역시 금정구청,금정경찰서,N,,16,2023-06-10
유치원,아람유치원,부산광역시 금정구 두실로15번길 52-13,부산광역시 금정구 구서동 225,35.25839737,129.088665,부산광역시 금정구청,금정경찰서,Y,1,10,2023-06-10
유치원,소심유치원,부산광역시 금정구 서동로5번길 58-1,부산광역시 금정구 부곡동 841-1,35.22181666,129.0944139,부산광역시 금정구청,금정경찰서,N,,5,2023-06-10
유치원,둥지유치원,부산광역시 금정구 서동로103번길 78,부산광역시 금정구 서동 166-1,35.21719056,129.1009082,부산광역시 금정구청,금정경찰서,N,,6,2023-06-10
초등학교,동상초등학교,부산광역시 금정구 옥봉로 5,부산광역시 금정구 서동 235,35.21130018,129.1069492,부산광역시 금정구청,금정경찰서,Y,1,5~8,2023-06-10
초등학교,금성초등학교,부산광역시 금정구 중리1길 15,부산광역시 금정구 금성동 609,35.25067682,129.0573705,부산광역시 금정구청,금정경찰서,N,,3~6,2023-06-10
초등학교,동래초등학교,부산광역시 금정구 체육공원로44번길 26,부산광역시 금정구 부곡동 산7-1,35.24710743,129.0984812,부산광역시 금정구청,금정경찰서,Y,1,10~16,2023-06-10
초등학교,남산초등학교,부산광역시 금정구 금강로 614,부산광역시 금정구 남산동 59-2,35.26214086,129.0891827,부산광역시 금정구청,금정경찰서,Y,1,6~10,2023-06-10
초등학교,금정초등학교,부산광역시 금정구 식물원로44번길 46,부산광역시 금정구 장전동 348-1,35.22802827,129.0848988,부산광역시 금정구청,금정경찰서,Y,4,3~18,2023-06-10
초등학교,금양초등학교,부산광역시 금정구 중앙대로 1755,부산광역시 금정구 부곡동 63-27,35.241299,129.0920249,부산광역시 금정구청,금정경찰서,N,,6~15,2023-06-10
초등학교,금샘초등학교,부산광역시 금정구 금샘로 525,부산광역시 금정구 남산동 553-2,35.26905918,129.0838928,부산광역시 금정구청,금정경찰서,Y,1,14,2023-06-10
초등학교,금사초등학교,부산광역시 금정구 금사로57번길 24,부산광역시 금정구 서동 41-3,35.21892107,129.1095928,부산광역시 금정구청,금정경찰서,N,,3.5~5,2023-06-10
초등학교,금빛초등학교,부산광역시 금정구 소정로 31,부산광역시 금정구 장전동 714,35.22797727,129.080337,부산광역시 금정구청,금정경찰서,N,,4~18,2023-06-10
유치원,동백유치원,부산광역시 금정구 수림로50번길 47,부산광역시 금정구 장전동 63-3,35.24216599,129.086996,부산광역시 금정구청,금정경찰서,N,,9,2023-06-10
유치원,대우유치원,부산광역시 금정구 부산대학로 10,부산광역시 금정구 부곡동 244-37,35.23306339,129.0899786,부산광역시 금정구청,금정경찰서,Y,1,8~10,2023-06-10
유치원,꾸미랑유치원,부산광역시 금정구 서동로34번길 25,부산광역시 금정구 부곡동 778-1,35.2197578,129.091103,부산광역시 금정구청,금정경찰서,N,,5,2023-06-10
유치원,금양미래유치원,부산광역시 금정구 수림로 12,부산광역시 금정구 부곡동 63-11,35.24056963,129.0923945,부산광역시 금정구청,금정경찰서,Y,1,8,2023-06-10
유치원,광명유치원,부산광역시 금정구 금샘로 51,부산광역시 금정구 장전동 502-35,35.22986147,129.0749601,부산광역시 금정구청,금정경찰서,N,,18,2023-06-10
유치원,청룡초등학교병설유치원,부산광역시 금정구 팔송로 6,부산광역시 금정구 청룡동 46,35.272731,129.0917551,부산광역시 금정구청,금정경찰서,Y,2,6~32,2023-06-10
유치원,서명초등학교병설유치원,부산광역시 금정구 명서로 48,부산광역시 금정구 서동 302-1953,35.21516544,129.0946322,부산광역시 금정구청,금정경찰서,Y,1,6~7,2023-06-10
유치원,동래초교부속유치원,부산광역시 금정구 체육공원로44번길 26,부산광역시 금정구 구서동 73,35.24710743,129.0984812,부산광역시 금정구청,금정경찰서,Y,1,10~16,2023-06-10
유치원,금사초등학교병설유치원,부산광역시 금정구 금사로57번길 24,부산광역시 금정구 서동 41-3,35.218913,129.109559,부산광역시 금정구청,금정경찰서,N,,3.5~5,2023-06-10
초등학교,현곡초등학교,부산광역시 금정구 동부곡로27번길 20,부산광역시 금정구 부곡동 산70,35.22641657,129.0949785,부산광역시 금정구청,금정경찰서,N,,6~12,2023-06-10
초등학교,청룡초등학교,부산광역시 금정구 팔송로 6,부산광역시 금정구 청룡동 46,35.272731,129.0917551,부산광역시 금정구청,금정경찰서,Y,2,6~32,2023-06-10
초등학교,장전초등학교,부산광역시 금정구 수림로 90,부산광역시 금정구 장전동 657-8,35.24137393,129.0827578,부산광역시 금정구청,금정경찰서,Y,2,15,2023-06-10
초등학교,공덕초등학교,부산광역시 금정구 대두로 2,부산광역시 금정구 두구동 224-1,35.29585964,129.1113124,부산광역시 금정구청,금정경찰서,Y,1,3~15,2023-06-10
초등학교,장서초등학교,부산광역시 금정구 금강로 453번길 26-7,부산광역시 금정구 구서동 709-3,35.2480494,129.085406,부산광역시 금정구청,금정경찰서,Y,1,6~20,2023-06-10
초등학교,서명초등학교,부산광역시 금정구 명서로 48,부산광역시 금정구 서동 302-1953,35.21516544,129.0946322,부산광역시 금정구청,금정경찰서,Y,1,6~7,2023-06-10
초등학교,서동초등학교,부산광역시 금정구 동현로 147,부산광역시 금정구 서동 산47,35.21911316,129.0968816,부산광역시 금정구청,금정경찰서,Y,1,8,2023-06-10
초등학교,서곡초등학교,부산광역시 금정구 윤산로 279,부산광역시 금정구 서동 134-13,35.220475,129.104852,부산광역시 금정구청,금정경찰서,N,,5~12,2023-06-10
초등학교,부곡초등학교,부산광역시 금정구 기찰로22번길 15,부산광역시 금정구 부곡동 241-1,35.2341134,129.0932522,부산광역시 금정구청,금정경찰서,N,,6,2023-06-10
초등학교,두실초등학교,부산광역시 금정구 중앙대로1893번길 33,부산광역시 금정구 구서동 1052,35.25315811,129.0894003,부산광역시 금정구청,금정경찰서,N,,8,2023-06-10
