latitude,longitude
35.17410428,128.9785507
35.19004594,128.9864313
35.18270148,128.9919381
35.18270148,128.9919381
35.17907248,128.9892673
35.18311269,128.9912801
35.18522962,129.0018982
35.18523013,129.0018982
35.1844609,129.0013929
35.18571631,128.9952076
35.18494335,128.9978757
35.17393127,128.9860524
35.1748859,128.9897236
35.1739467,128.9925819
35.1739467,128.9925819
35.17410058,128.9915902
35.16761073,128.9828363
35.16761073,128.9828348
35.1674319,128.9816774
35.16018215,128.9857978
35.16617253,128.9778864
35.16797093,128.9784305
35.15574588,128.9886679
35.15574588,128.9886679
35.1578108,128.9820842
35.15783782,128.9820849
35.1586848,128.9832326
35.15761936,128.9810064
35.14606624,129.0121591
35.1291981,128.9743982
35.1291437,128.9734755
35.133048,128.9751453
35.12346124,128.9748128
35.12452472,128.9691928
35.1262195,128.9770668
35.14619209,128.9845724
35.13776229,128.9922143
35.1369017,128.9921913
35.13499189,128.993135
35.14713311,129.0055483
35.1465353,129.0040737
35.15368152,129.0121068
35.15391434,129.0014957
35.18174307,128.9787134
35.1463089,129.0096154
35.1299219,128.9721871
35.1438885,128.9902714
35.14905235,129.0084996
35.1547982,129.0157386
35.14905235,129.0084996
35.1872871,128.9926857
35.1264434,128.9706313
35.13941081,128.9788711
35.13871031,128.9802672
35.1406152,128.9799207
35.13729145,128.9791721
35.1255406,128.9698875
35.14779902,128.9990649
35.18091206,128.9852421
35.15761936,128.9810064
35.088587,128.994957
35.09070448,128.9996875
35.100464,129.003632
35.058683,128.967382
35.063766,128.9817993
35.0614437,128.9823045
35.106979,128.972764
35.10760057,128.976228
35.075733,128.9810851
35.079165,128.9679306
35.07849421,128.9615817
35.103943,128.9650945
35.05112342,128.9664633
35.06932612,128.9798387
35.0630016,128.9856791
35.05504897,128.963185
35.10548131,128.972348
35.09991519,128.9756921
35.10450283,128.9806235
35.0912092,128.9796992
35.09835611,128.9615995
35.08401561,128.9674324
35.09953083,128.960002
35.10072107,129.0036736
35.089977,129.0004764
35.08216968,128.9765357
35.07537835,128.9741005
35.10545869,128.9648641
35.1155457,128.9612457
35.09434158,128.9715269
35.08351404,129.0089995
35.09400666,129.0107523
35.08257432,129.0071938
35.08874312,129.0038585
35.09388531,128.9936908
35.09991222,128.9868987
35.10376327,128.9997565
35.10214411,129.0032874
35.096081,128.9830509
35.08661915,128.9890232
35.05968084,128.9757961
35.05283988,128.9650929
35.10259425,128.990489
35.10611666,129.004592
35.09953083,128.960002
35.105138,128.997484
35.100942,128.9852037
35.05210597,128.9611166
35.05340405,128.9711997
35.05039058,128.9658627
35.066199,128.981792
35.0617594,128.9816244
35.06147996,128.9793116
35.063874,128.978636
35.06141862,128.972418
35.103966,128.9764389
35.097899,128.9772561
35.11089794,128.9757467
35.09292664,128.970746
35.097261,128.9649993
35.09384639,128.9642827
35.076235,128.972297
35.09992771,128.9584854
35.11029776,128.9585361
35.10964924,128.9607447
35.10190831,128.989324
35.076051,128.9831998
35.07658886,128.9801107
35.05531879,128.9660554
35.08216968,128.9765357
35.08257432,129.0071938
35.06932612,128.9798387
35.05504897,128.963185
35.10450283,128.9806235
35.09704086,128.990576
35.10545869,128.9648641
35.0912092,128.9796992
35.09388531,128.9936908
35.18200582,129.109424
35.18098633,129.1018281
35.1876157,129.1102404
35.17555859,129.0939934
35.19281527,129.0663233
35.18393352,129.0884693
35.19248197,129.0931582
35.1780756,129.0675687
35.1780756,129.0675687
35.19281042,129.0658511
35.18673135,129.1103491
35.17070845,129.0921169
35.18431629,129.0954502
35.18680312,129.0959557
35.17826118,129.0841247
35.18405049,129.0778797
35.19094918,129.0866014
35.19747831,129.0768246
35.17815285,129.0908609
35.18129198,129.1117682
35.1862175,129.1004934
35.18035457,129.0697833
35.19569321,129.0770825
35.18542909,129.1009549
35.17826259,129.084127
35.19860242,129.0764689
35.18408872,129.1046149
35.17976756,129.0800518
35.17780666,129.0926401
35.18058584,129.1062033
35.18031087,129.110635
35.1942359,129.0695568
35.17817174,129.090835
35.1862175,129.1004934
35.19281042,129.0658511
35.18836518,129.0912773
35.19253531,129.0732651
35.18393246,129.0884679
35.12726563,129.1090419
35.11651323,129.0857069
35.130439,129.101248
35.12090972,129.113623
35.134718,129.0798084
35.12648437,129.107745
35.14885685,129.0972482
35.12187374,129.0894499
35.13988755,129.103525
35.13723821,129.0922867
35.13088792,129.0990991
35.12920185,129.1010318
35.12161413,129.0831739
35.114061,129.0829058
35.13038328,129.093491
35.10997691,129.113439
35.12689494,129.1096291
35.1463895,129.077963
35.14172734,129.0890753
35.14532445,129.0729385
35.14532445,129.0729385
35.11830794,129.105533
35.12651881,129.087229
35.141349,129.0785158
35.12891344,129.113993
35.147664,129.096388
35.15034371,129.0908799
35.12681463,129.0842804
35.119315,129.0850719
35.1265655,129.0918337
35.11178877,129.0829105
35.1155457,129.1136662
35.1438328,129.069115
35.1438328,129.0691046
35.13644323,129.073162
35.13082781,129.072206
35.114157,129.1160035
35.129293,129.077937
35.121056,129.087435
35.13729666,129.0840869
35.13729666,129.0840869
35.104279,129.1161857
35.113442,129.0930463
35.11669795,129.0939473
35.13067684,129.1081427
35.11653828,129.1160696
35.11653828,129.1160696
35.14284837,129.0995005
35.14284837,129.0995005
35.12247969,129.108928
35.114961,129.112064
35.12534261,129.0763806
35.12534261,129.0763806
35.11020526,129.1152259
35.134365,129.097802
35.13056687,129.097632
35.1172753,129.1095652
35.141515,129.0822502
35.14183059,129.0801433
35.27291031,129.093639
35.25839737,129.088665
35.22181666,129.0944139
35.21719056,129.1009082
35.21130018,129.1069492
35.25067682,129.0573705
35.24710743,129.0984812
35.26214086,129.0891827
35.22802827,129.0848988
35.241299,129.0920249
35.26905918,129.0838928
35.21892107,129.1095928
35.22797727,129.080337
35.24216599,129.086996
35.23306339,129.0899786
35.2197578,129.091103
35.24056963,129.0923945
35.22986147,129.0749601
35.272731,129.0917551
35.21516544,129.0946322
35.24710743,129.0984812
35.218913,129.109559
35.22641657,129.0949785
35.272731,129.0917551
35.24137393,129.0827578
35.29585964,129.1113124
35.2480494,129.085406
35.21516544,129.0946322
35.21911316,129.0968816
35.220475,129.104852
35.2341134,129.0932522
35.25315811,129.0894003
35.2220213,129.0927614
35.254258,129.0871377
35.27276458,129.0947476
35.278658,129.0848121
35.23651909,129.083368
35.25717246,129.0940639
35.23674462,129.0899237
35.22813497,129.0818789
35.21929988,129.095002
35.260734,129.085368
35.23346946,129.0908853
35.22802827,129.0848988
35.254258,129.0871377
35.26905918,129.0838928
35.22639867,129.146931
35.17232058,129.1367468
35.17232058,129.1367468
35.16844975,129.1793923
35.16340686,129.187399
35.17436016,129.1734349
35.17931267,129.1740453
35.17245382,129.1832262
35.164107,129.181538
35.16672302,129.1434569
35.16401932,129.1812186
35.23274266,129.1490281
35.17492815,129.1397257
35.194419,129.2068977
35.15963575,129.1475636
35.19815569,129.1237797
35.19344259,129.1296332
35.19344259,129.1296332
35.211403,129.1249812
35.2225022,129.1528783
35.22358136,129.1475257
35.20296503,129.113229
35.20087223,129.1322601
35.202761,129.129468
35.202761,129.129468
35.168481,129.155576
35.16799293,129.158474
35.17370749,129.1649832
35.17578498,129.1781921
35.17870863,129.1699419
35.2086973,129.1158546
35.179695,129.1760294
35.15926763,129.1798671
35.22983963,129.1553873
35.161753,129.182313
35.17950161,129.1232765
35.18114187,129.1219407
35.19518162,129.1303175
35.189832,129.119287
35.189826,129.119229
35.22861126,129.1573917
35.18957289,129.2047827
35.169981,129.1818694
35.16948362,129.1673789
35.19176921,129.122731
35.174719,129.1667065
35.174719,129.1667065
35.191034,129.130659
35.16956973,129.1850498
35.171533,129.139974
35.20064959,129.1172223
35.22928177,129.1591812
35.22928177,129.1591812
35.22863884,129.1460864
35.19579536,129.1163322
35.20287941,129.1251192
35.17967041,129.1275308
35.17967041,129.1275308
35.200053,129.1196525
35.185743,129.1234959
35.183725,129.1275505
35.183725,129.1275505
35.18643932,129.1277644
35.17601642,129.175188
35.17601642,129.175188
35.16885589,129.1838587
35.162812,129.1725444
35.231518,129.151576
35.22898712,129.1585232
35.22898806,129.1585212
35.16739639,129.1794388
35.20386972,129.1216813
35.20107662,129.1200088
35.187666,129.2051117
35.16176438,129.143163
35.16215428,129.1417217
35.170376,129.1554473
35.16652076,129.1864212
35.165072,129.1438995
35.16391269,129.1645423
35.16424492,129.179501
35.18066759,129.1738662
35.16490791,129.1656509
35.16539442,129.179719
35.15882007,129.1439605
35.17818274,129.1787522
35.16911304,129.1029495
35.14507176,129.1134247
35.15652651,129.1171796
35.14351616,129.1071266
35.17491546,129.1143903
35.1609477,129.126942
35.16306671,129.1212163
35.1771617,129.1019364
35.168751,129.1037225
35.1661244,129.112038
35.15816402,129.106338
35.16220888,129.1055151
35.16136852,129.126575
35.16891594,129.105372
35.14627775,129.1139995
35.174976,129.111513
35.16416005,129.120504
35.151155,129.110711
35.158778,129.127833
35.16638033,129.114368
35.17568303,129.0967838
35.14351616,129.1071266
35.144304,129.1082535
35.171675,129.1043065
35.154799,129.110787
35.16592721,129.1192309
35.17638465,129.099125
35.160923,129.107123
35.161442,129.120507
35.14779554,129.109744
35.15601405,129.116138
35.16923128,129.1160253
35.14929409,129.106525
35.15551931,129.1265241
35.1661244,129.112038
35.15652651,129.1171796
35.1609477,129.126942
35.14507176,129.1134247
35.10571479,129.0344121
35.10607045,129.0242806
35.10400525,129.0298609
35.11139656,129.0355679
35.10578438,129.0282389
35.11033945,129.0293914
35.11186507,129.0295565
35.10618152,129.024695
35.10376001,129.0272895
35.10400525,129.0298609
35.11139656,129.0355679
35.08187619,129.0225205
35.10597015,129.0199224
35.10746281,129.018361
35.1200013,129.0187421
35.10275932,129.0168341
35.10312312,129.020921
35.09811433,129.0163118
35.08941809,129.0233338
35.11618072,129.0117821
35.10824222,129.0205048
35.11386005,129.017591
35.081681,129.0182396
35.10019443,129.0158674
35.08941809,129.0233338
35.11386005,129.0175903
35.11318735,129.0142573
35.08439865,129.0232186
35.09924271,129.0212827
35.07835411,129.0160446
35.120431,129.0125312
35.108271,129.009521
35.082031,129.0178683
35.08331635,129.0163674
35.09924271,129.0212827
35.16450196,129.0277604
35.1792288,129.0727223
35.1426032,129.0201649
35.17479967,129.0737388
35.1676615,129.0292801
35.1569219,129.0422729
35.162359,129.0366013
35.17576988,129.0538634
35.14933558,129.0196731
35.18046668,129.0515273
35.1461264,129.0433841
35.1565111,129.0222699
35.1714866,129.0717271
35.17075418,129.0664592
35.16840379,129.0373261
35.17282726,129.0586357
35.1571185,129.0235693
35.1608238,129.0294651
35.1755761,129.0640828
35.16859825,129.0276734
35.14743748,129.0196358
35.1790061,129.0563305
35.1662387,129.0352533
35.16428339,129.0412435
35.16143614,129.0351726
35.15268626,129.0695011
35.14746351,129.0281362
35.16923829,129.0720573
35.1499601,129.0562654
35.1469879,129.0353397
35.1720278,129.0487216
35.1661393,129.0515033
35.1497283,129.0522612
35.15124225,129.0681859
35.17142269,129.0328583
35.1637504,129.0564954
35.1711433,129.0702889
35.1697015,129.0710592
35.17449296,129.0632237
35.1558931,129.0183964
35.1506644,129.0216733
35.17297732,129.0369442
35.1594596,129.0633334
35.1457956,129.0194669
35.1814958,129.0505055
35.16954693,129.0349402
35.15632411,129.0161905
35.15495135,129.0531116
35.15451684,129.0440636
35.1463446,129.0354733
35.15386472,129.0365553
35.14887656,129.0257663
35.15452362,129.0195948
35.15631983,129.0161767
35.1645759,129.0284098
35.15883106,129.0265628
35.15857487,129.020698
35.16428339,129.0412435
35.16143614,129.0351726
35.15268626,129.0695011
35.17669331,129.0307457
35.17320132,129.0311197
35.16770975,129.0352983
35.1499593,129.0562654
35.16499117,129.0487727
35.15495135,129.0531116
35.14936736,129.0488766
35.15124225,129.0681859
35.14505123,129.0623377
35.16398992,129.0663626
35.1646683,129.0569618
35.1715209,129.0810654
35.1703567,129.0660935
35.17493602,129.0704415
35.17270999,129.0521358
35.17660838,129.0462806
35.1594596,129.0633334
35.1457956,129.0194669
35.147258,129.0208064
35.18074569,129.053993
35.19672651,129.0533438
35.19481646,129.1118476
35.21545808,129.0921765
35.21545808,129.0921765
35.2031347,129.0641112
35.19942578,129.088343
35.19942578,129.088343
35.20735793,129.0766352
35.20461583,129.0897914
35.20461583,129.0897374
35.19155774,129.1028193
35.20357435,129.0599975
35.20316736,129.088301
35.2100912,129.0734827
35.20759141,129.1062471
35.21515222,129.0870207
35.20803548,129.0832699795
35.21207663,129.1008778
35.20819025,129.0965594
35.20368445,129.0728408
35.20358527,129.0879172
35.19585803,129.0534731
35.20686112,129.0970552
35.20713307,129.0577378
35.2005247,129.0627414
35.19662799,129.057506
35.20088135,129.0541694
35.20129139,129.1082182
35.20376806,129.0847206
35.20047925,129.0804245
35.19467085,129.1025964
35.1942212,129.0957756
35.19514705,129.0705599
35.19526435,129.071029
35.20988242,129.106808
35.19170351,129.1077338
35.20200573,129.1030796
35.20200573,129.1030796
35.19402913,129.0937899
35.20377358,129.1023286
35.19474507,129.0991293
35.1955337,129.0689369
35.19981904,129.0678252
35.1979099,129.0689614
35.20518712,129.0867018
35.20122548,129.0826542
35.19588224,129.0573916
35.19738003,129.0531522
35.20205723,129.0730418
35.21255477,129.0736773
35.20850731,129.0998218
35.20041739,129.1117016
35.20720049,129.0937239
35.20037943,129.0520375
35.20743972,129.0631326
35.20371241,129.1048531
35.21425939,129.084954
35.20736937,129.0831708
35.20140513,129.1130289
35.20175211,129.1134549
35.20226047,129.1132938
35.19871321,129.1038419
35.21597023,129.075666
35.20952094,129.0687106
35.20952094,129.0687106
35.22150433,129.0769695
35.0759734,129.065522
35.08991805,129.057659
35.0920368,129.0570901
35.08232583,129.0440672
35.09543187,129.0621922
35.09553575,129.0550151
35.06647691,129.0773082
35.0928143,129.0505907
35.0901479,129.0462301
35.0863987,129.0645618
35.07587367,129.0674351
35.0713408,129.070142
35.06585062,129.0791469
35.0718448,129.0629512
35.07402808,129.0629907
35.08366836,129.0431184
35.09469394,129.0457531
35.08753561,129.0388823
35.0798259,129.0734678
35.07479599,129.0636195
35.09553575,129.0550151
35.08394705,129.0670776
35.08361799,129.0475357
35.09012623,129.0462135
35.07286285,129.0630068
35.07420086,129.0701947
35.08812016,129.0673539
35.09320301,129.0595046
35.06585062,129.0791469
35.20399906,128.9043819
35.19634003,128.8952655
35.19634003,128.8952655
35.140703,128.9473100056
35.21676068,128.9593383
35.08866879,128.8989356
35.14979832,128.8355835
35.14755365,128.8804493
35.08408661,128.9105908
35.08403561,128.9105908
35.11489404,128.8863922
35.09010981,128.8539339
35.15147548,128.8371219
35.15147548,128.8371219
35.21397539,128.9348277
35.22041811,128.9385487
35.21418396,128.9802525
35.17513227,128.9578468
35.21610222,128.9553077
35.17564815,128.9558698
35.10849495,128.9254002
35.09412838,128.9149102
35.09412838,128.9149102
35.10951726,128.922704
35.10951726,128.922704
35.09512861,128.9216749
35.11183594,128.9237437
35.08864415,128.9026565
35.10226077,128.9241172
35.08047817,128.8788394
35.10226077,128.9241172
35.08522707,128.9004096
35.08522707,128.9004096
35.09510234,128.9219677
35.15020326,128.9453675
35.18181108,128.9561575
35.0813777,128.8986257
35.21534404,128.9886148
35.08533995,128.8735974
35.08536457,128.8735012
35.09523277,128.9207155
35.09523277,128.9207155
35.08196953,128.8785862
35.08196953,128.8785862
35.147375,128.881323
35.08029669,128.9070666
35.08029669,128.9070666
35.10041581,128.8419611
35.05234602,128.8312677
35.05234602,128.8312677
35.11210702,128.8701154
35.20464197,128.8911841
35.20464197,128.8911841
35.09950189,128.9150379
35.08025363,128.9084057
35.0993360094,128.9139609538
35.11571293,129.0363333
35.13519334,129.058478
35.13957116,129.0496534
35.13126498,129.0467291
35.13455159,129.042761
35.11412616,129.037478
35.13805619,129.055889
35.13467511,129.053374
35.124173,129.0395579
35.13519334,129.0584732
35.12451542,129.0367718
35.13455159,129.0427218
35.12501873,129.0355646
35.12501873,129.0355625
35.136231,129.0430177
35.13957116,129.0496534
35.13134528,129.0449629
35.12451542,129.0367718
35.32689908,129.178585
35.33055564,129.2826477
35.25506584,129.216719
35.2377172,129.2198799
35.24556634,129.2128749
35.245419,129.2125717
35.20576309,129.2055052
35.20081212,129.2103555
35.31928499,129.186736
35.31928499,129.186736
35.22530838,129.2268644
35.22530838,129.226893
35.23550269,129.2099128
35.33968544,129.1623355
35.33968544,129.1623355
35.32292944,129.186724
35.31899474,129.1681596
35.20075459,129.2071878
35.34081003,129.1661141
35.237615,129.211988
35.24149724,129.208318
35.24149724,129.208318
35.26948168,129.2323099
35.37426077,129.263181
35.37426077,129.263163
35.24534842,129.2204395
35.24960271,129.211719
35.31051099,129.1735765
35.32865722,129.167652
35.24092086,129.1714623
35.24092086,129.1714623
35.237074,129.210457
35.32806456,129.2824809
35.32806456,129.2824809
35.35969505,129.1383592
35.35969505,129.1383592
35.26821044,129.2230225
35.26770528,129.2236935
35.317128,129.258986
35.31195211,129.2395584
35.31195211,129.2395584
35.255537,129.2132298
35.32633378,129.1822247
35.32960716,129.1782003
35.32344446,129.1847375
35.33616945,129.171847
35.32321474,129.1718500316
35.32321474,129.1718500316
35.32854076,129.1795703
35.33196633,129.1672717
35.33196633,129.1672717
35.31195211,129.2395584
35.31195211,129.2395584
35.24066288,129.2465849
35.24275475,129.243628
35.25117979,129.214396
35.27521883,129.1512357
35.27521883,129.1512357
35.2519894,129.214818
35.299023,129.2564867
35.298748,129.2559105
35.298771,129.2559105
35.332977,129.172661
35.217064,129.1977769
35.331573,129.1790794
35.323573,129.184771
35.23823163,129.2154127
35.23823163,129.2154127
35.3292615,129.171932
35.2493646,129.215285
35.26477294,129.2214912
35.26430354,129.2224512
35.32292968,129.1867088
35.33548724,129.1729533
35.31742069,129.1863713
35.2057615,129.2055036
35.3211301,129.1902501
35.169472,128.995720